MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
50,RL,60.0,10818,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,1077.0,1077.0,GasA,TA,Y,FuseA,981,779,0,1760,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Detchd,1935.0,Unf,2.0,648.0,Fa,TA,Y,120,0,96,0,0,0,,,,0,2,2006,COD,Abnorml
20,RM,69.0,5805,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,274.0,Rec,1073.0,0.0,1347.0,GasA,Gd,Y,SBrkr,1347,0,0,1347,1.0,1.0,1,0,3,1,Gd,6,Typ,0,,Detchd,1957.0,Unf,2.0,551.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal
20,RL,,9000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Fa,N,SBrkr,660,0,0,660,0.0,0.0,1,0,2,1,Fa,5,Min2,0,,,,,0.0,0.0,,,N,0,0,100,0,0,0,,,,0,6,2009,WD,Normal
45,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,0,0,105,0,0,0,,,,0,1,2009,WD,Normal
20,RL,60.0,8190,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,732.0,Unf,0.0,216.0,948.0,GasA,Ex,Y,SBrkr,948,0,0,948,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1.0,280.0,TA,TA,Y,0,36,0,0,0,0,,,,0,10,2007,WD,Normal
50,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686.0,Unf,0.0,0.0,686.0,GasA,TA,Y,SBrkr,966,686,0,1652,1.0,0.0,2,0,4,1,TA,7,Typ,0,,Detchd,1961.0,Unf,1.0,416.0,TA,TA,Y,0,0,196,0,0,0,,,Shed,1200,6,2010,WD,Normal
40,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375.0,Unf,0.0,457.0,832.0,GasA,Gd,Y,SBrkr,1036,0,232,1268,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1.0,288.0,TA,TA,Y,0,28,0,0,0,0,,,Othr,0,9,2009,WD,Normal
60,RL,65.0,9313,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,1728,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,572.0,TA,TA,Y,187,56,0,0,0,0,,,,0,4,2009,WD,Normal
20,RL,,12155,Pave,,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,6,3,1970,1970,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,1237.0,Unf,0.0,420.0,1657.0,GasA,Gd,Y,SBrkr,1657,0,0,1657,0.0,1.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1970.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,147,0,,,,0,3,2007,WD,Normal
80,RL,88.0,15400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,Gd,No,Unf,0.0,Unf,0.0,552.0,552.0,GasA,TA,Y,SBrkr,904,611,259,1774,0.0,0.0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1961.0,Unf,1.0,384.0,TA,TA,Y,290,40,0,0,0,0,,,,0,7,2009,WD,Normal
30,RL,55.0,10267,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,,0.0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210.0,ALQ,606.0,0.0,816.0,GasA,Ex,Y,SBrkr,838,0,0,838,1.0,0.0,1,0,2,1,Fa,5,Typ,0,,Detchd,1961.0,Fin,1.0,275.0,TA,TA,N,0,0,112,0,0,0,,MnWw,,0,5,2008,WD,Normal
120,RL,48.0,6955,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,1368.0,GasA,Ex,Y,SBrkr,1368,0,0,1368,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,474.0,TA,TA,Y,132,35,0,0,0,0,,,,0,9,2006,New,Partial
160,RL,36.0,2448,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573.0,Unf,0.0,191.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,1.0,0.0,2,1,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,,,,0,10,2008,WD,Normal
50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,375.0,Unf,0.0,763.0,1138.0,GasA,Gd,Y,SBrkr,1138,1042,0,2180,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,2006.0,Unf,2.0,720.0,TA,TA,N,0,0,170,0,0,0,,,,0,5,2007,WD,Normal
50,RL,79.0,9492,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,368.0,BLQ,41.0,359.0,768.0,GasA,TA,Y,SBrkr,968,408,0,1376,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD,Normal
90,RL,60.0,12900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198.0,Unf,0.0,0.0,1198.0,GasA,TA,Y,SBrkr,1258,0,0,1258,2.0,0.0,0,2,0,2,TA,6,Typ,0,,CarPort,1969.0,Unf,2.0,400.0,Fa,TA,Y,120,0,0,0,0,0,,,,0,1,2008,WD,Alloca
60,RL,78.0,9316,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,879.0,879.0,GasA,Ex,Y,SBrkr,879,916,0,1795,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,2.0,578.0,TA,TA,Y,164,111,0,0,0,0,,,,0,10,2007,WD,Normal
20,RL,80.0,12048,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1488,0,0,1488,0.0,0.0,1,0,3,1,TA,7,Typ,1,Ex,Attchd,2002.0,RFn,2.0,569.0,TA,TA,Y,0,189,36,0,348,0,,,,0,4,2006,WD,Normal
50,RM,53.0,5830,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,788.0,Unf,0.0,200.0,988.0,GasA,Ex,Y,SBrkr,1030,582,0,1612,0.0,0.0,1,1,3,1,TA,7,Typ,0,,Detchd,1950.0,Unf,1.0,363.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,3,2010,WD,Normal
80,RL,76.0,9967,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,TA,8,Typ,1,TA,BuiltIn,2000.0,RFn,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,,,,0,12,2007,WD,Normal
20,RL,85.0,10452,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500.0,Unf,0.0,594.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,0,1094,0.0,0.0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1953.0,RFn,2.0,495.0,TA,TA,Y,0,0,0,0,287,0,,,,0,6,2008,WD,Normal
20,RL,69.0,11302,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422.0,Unf,0.0,392.0,1814.0,GasA,Ex,Y,SBrkr,1826,0,0,1826,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,3.0,758.0,TA,TA,Y,180,75,0,0,120,0,,,,0,8,2006,New,Partial
120,RL,,3136,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,,,,0,3,2006,WD,Normal
70,C (all),,6449,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,Rec,73.0,Unf,0.0,634.0,707.0,GasW,TA,N,SBrkr,942,942,0,1884,0.0,0.0,1,1,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,N,0,0,239,0,0,0,,,,0,3,2010,WD,Abnorml
20,RM,100.0,12000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144.0,ALQ,608.0,172.0,924.0,GasA,Ex,Y,SBrkr,1122,0,0,1122,1.0,0.0,1,0,2,1,Gd,6,Typ,0,,Attchd,1948.0,Unf,2.0,528.0,TA,TA,Y,0,36,0,0,0,0,,GdWo,,0,5,2008,WD,Normal
120,RL,,6820,Pave,,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368.0,BLQ,1120.0,0.0,1488.0,GasA,TA,Y,SBrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,Gd,4,Typ,0,,Attchd,1985.0,RFn,2.0,528.0,TA,TA,Y,0,54,0,0,140,0,,,,0,6,2010,WD,Normal
60,RL,79.0,12798,Pave,,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0.0,154.0,616.0,GasA,Gd,Y,SBrkr,616,1072,0,1688,1.0,0.0,2,1,4,1,Gd,8,Typ,0,,Attchd,1997.0,RFn,2.0,603.0,TA,TA,Y,403,114,185,0,0,0,,,Shed,400,5,2008,WD,Normal
20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905.0,Unf,0.0,357.0,1262.0,GasA,Gd,Y,SBrkr,1262,0,0,1262,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,Fin,2.0,572.0,TA,TA,Y,0,120,0,0,0,0,,,,0,5,2006,New,Partial
20,RL,84.0,11670,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1905.0,1905.0,GasA,Ex,Y,SBrkr,1905,0,0,1905,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3.0,788.0,TA,TA,Y,0,191,0,0,0,0,,,,0,3,2007,WD,Normal
60,RL,75.0,11404,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252.0,Unf,0.0,901.0,1153.0,GasA,Ex,Y,SBrkr,1153,878,0,2031,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2.0,541.0,TA,TA,Y,192,84,0,0,0,0,,,,0,7,2008,WD,Normal
20,RL,131.0,14828,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,674.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1383.0,Unf,0.0,397.0,1780.0,GasA,Ex,Y,SBrkr,1780,0,0,1780,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,816.0,TA,TA,Y,144,68,0,0,0,0,,,,0,8,2006,WD,Normal
190,RL,60.0,12180,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348.0,Unf,0.0,324.0,672.0,Grav,Fa,N,FuseA,672,252,0,924,1.0,0.0,1,0,2,1,Fa,5,Typ,0,,Detchd,1941.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,7,2010,WD,Normal
20,RL,50.0,6953,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,469.0,Unf,0.0,395.0,864.0,GasA,Ex,Y,SBrkr,874,0,0,874,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1971.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,ConLD,Normal
20,RL,,11000,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,LwQ,1090.0,Unf,0.0,0.0,1090.0,GasA,TA,Y,SBrkr,1178,0,0,1178,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1976.0,Unf,2.0,502.0,TA,TA,Y,0,44,0,0,88,0,,MnPrv,,0,6,2007,WD,Normal
50,RL,104.0,23920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1.5Fin,6,5,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1105.0,1105.0,GasA,Ex,Y,SBrkr,1105,717,0,1822,0.0,0.0,2,0,4,1,Gd,7,Min2,1,Po,Attchd,1984.0,Unf,2.0,515.0,TA,TA,P,0,195,1012,0,0,444,,,,0,4,2007,WD,Normal
50,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,989,584,0,1573,0.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,1935.0,Unf,1.0,240.0,TA,TA,Y,0,0,54,0,120,0,,,,0,7,2009,WD,Normal
80,RL,62.0,7692,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Ex,TA,Av,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,Y,FuseA,1204,0,0,1204,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Basment,1954.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD,Abnorml
20,RL,,11120,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660.0,Unf,0.0,572.0,1232.0,GasA,TA,Y,SBrkr,1232,0,0,1232,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,1984.0,Unf,2.0,516.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal
60,RL,80.0,10480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Unf,0.0,400.0,803.0,GasA,TA,Y,SBrkr,1098,866,0,1964,0.0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2.0,483.0,TA,TA,Y,0,69,0,0,0,0,,,,0,9,2008,WD,Normal
30,,109.0,21780,Grvl,,Reg,Lvl,,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,Fa,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,FuseA,810,0,0,810,0.0,0.0,1,0,1,1,TA,4,Min1,0,,Detchd,1975.0,Unf,1.0,280.0,TA,TA,N,119,24,0,0,0,0,,,,0,3,2009,ConLD,Normal
60,RL,,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619.0,Unf,0.0,435.0,1054.0,GasA,TA,Y,SBrkr,1512,1142,0,2654,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2.0,619.0,TA,TA,Y,0,65,0,0,222,0,,,,0,8,2006,WD,Normal
85,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660.0,Unf,0.0,108.0,768.0,GasA,Gd,Y,SBrkr,768,0,0,768,0.0,1.0,1,0,2,1,TA,5,Typ,0,,Detchd,1974.0,Fin,1.0,396.0,TA,TA,Y,192,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal
60,RL,96.0,11631,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1052.0,1052.0,GasA,Ex,Y,SBrkr,1052,1321,0,2373,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,0,0,,,,0,6,2006,New,Partial
80,RL,55.0,10780,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483.0,Unf,0.0,428.0,911.0,GasA,Gd,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal
160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,TA,7,Typ,0,,,,,0.0,0.0,,,N,201,0,0,0,0,0,,,,0,4,2006,WD,Abnorml
20,RL,99.0,7094,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,180.0,LwQ,374.0,340.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1966.0,RFn,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2007,WD,Normal
20,RL,82.0,12464,Pave,,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732.0,Unf,0.0,308.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,2000.0,Unf,2.0,576.0,TA,TA,Y,168,0,0,0,0,0,,GdPrv,,0,11,2009,WD,Normal
40,RM,40.0,5400,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370.0,Unf,0.0,779.0,1149.0,GasA,Gd,Y,FuseA,1149,467,0,1616,0.0,0.0,2,0,3,1,Gd,5,Typ,0,,Detchd,1926.0,Unf,1.0,216.0,TA,TA,Y,0,0,183,0,0,0,,,,0,10,2007,WD,Normal
60,RL,50.0,9360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,Gd,TA,CBlock,TA,TA,No,Rec,324.0,Unf,0.0,297.0,621.0,GasA,TA,Y,SBrkr,621,648,0,1269,0.0,0.0,1,1,3,1,TA,7,Typ,0,,Detchd,1962.0,Unf,1.0,280.0,TA,TA,Y,0,236,0,0,0,0,,GdWo,,0,11,2008,WD,Normal
20,RL,88.0,13125,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168.0,BLQ,682.0,284.0,1134.0,GasA,Ex,Y,SBrkr,1803,0,0,1803,1.0,0.0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,1,2006,WD,Normal
120,RL,58.0,10110,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,Ex,TA,PConc,Gd,TA,No,GLQ,372.0,Unf,0.0,1486.0,1858.0,GasA,Ex,Y,SBrkr,1866,0,0,1866,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,870.0,TA,TA,Y,0,48,0,0,0,0,,,,0,11,2008,New,Partial
